game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,result,overtime,stadium
2025_15_ATL_TB,2025,REG,15,2025-12-11,Thursday,20:15,ATL,TB,,,,,Raymond James Stadium
2025_15_CLE_CHI,2025,REG,15,2025-12-14,Sunday,13:00,CLE,CHI,,,,,Soldier Field
2025_15_BAL_CIN,2025,REG,15,2025-12-14,Sunday,13:00,BAL,CIN,,,,,Paycor Stadium
2025_15_ARI_HOU,2025,REG,15,2025-12-14,Sunday,13:00,ARI,HOU,,,,,NRG Stadium
2025_15_NYJ_JAX,2025,REG,15,2025-12-14,Sunday,13:00,NYJ,JAX,,,,,TIAA Bank Stadium
2025_15_LAC_KC,2025,REG,15,2025-12-14,Sunday,13:00,LAC,KC,,,,,GEHA Field at Arrowhead Stadium
2025_15_BUF_NE,2025,REG,15,2025-12-14,Sunday,13:00,BUF,NE,,,,,Gillette Stadium
2025_15_WAS_NYG,2025,REG,15,2025-12-14,Sunday,13:00,WAS,NYG,,,,,MetLife Stadium
2025_15_LV_PHI,2025,REG,15,2025-12-14,Sunday,13:00,LV,PHI,,,,,Lincoln Financial Field
2025_15_GB_DEN,2025,REG,15,2025-12-14,Sunday,16:25,GB,DEN,,,,,Empower Field at Mile High
2025_15_DET_LA,2025,REG,15,2025-12-14,Sunday,16:25,DET,LA,,,,,SoFi Stadium
2025_15_CAR_NO,2025,REG,15,2025-12-14,Sunday,16:25,CAR,NO,,,,,Mercedes-Benz Superdome
2025_15_IND_SEA,2025,REG,15,2025-12-14,Sunday,16:25,IND,SEA,,,,,Lumen Field
2025_15_TEN_SF,2025,REG,15,2025-12-14,Sunday,16:25,TEN,SF,,,,,Levi's Stadium
2025_15_MIN_DAL,2025,REG,15,2025-12-14,Sunday,20:20,MIN,DAL,,,,,AT&T Stadium
2025_15_MIA_PIT,2025,REG,15,2025-12-15,Monday,20:15,MIA,PIT,,,,,Acrisure Stadium
2025_16_LA_SEA,2025,REG,16,2025-12-18,Thursday,20:15,LA,SEA,,,,,Lumen Field
2025_16_GB_CHI,2025,REG,16,2025-12-19,Friday,13:00,GB,CHI,,,,,Soldier Field
2025_16_PHI_WAS,2025,REG,16,2025-12-19,Friday,13:00,PHI,WAS,,,,,FedExField
2025_16_NE_BAL,2025,REG,16,2025-12-21,Sunday,13:00,NE,BAL,,,,,M&T Bank Stadium
2025_16_TB_CAR,2025,REG,16,2025-12-21,Sunday,13:00,TB,CAR,,,,,Bank of America Stadium
2025_16_BUF_CLE,2025,REG,16,2025-12-21,Sunday,13:00,BUF,CLE,,,,,FirstEnergy Stadium
2025_16_LAC_DAL,2025,REG,16,2025-12-21,Sunday,13:00,LAC,DAL,,,,,AT&T Stadium
2025_16_NYJ_NO,2025,REG,16,2025-12-21,Sunday,13:00,NYJ,NO,,,,,Mercedes-Benz Superdome
2025_16_MIN_NYG,2025,REG,16,2025-12-21,Sunday,13:00,MIN,NYG,,,,,MetLife Stadium
2025_16_KC_TEN,2025,REG,16,2025-12-21,Sunday,13:00,KC,TEN,,,,,Nissan Stadium
2025_16_ATL_ARI,2025,REG,16,2025-12-21,Sunday,16:05,ATL,ARI,,,,,State Farm Stadium
2025_16_JAX_DEN,2025,REG,16,2025-12-21,Sunday,16:05,JAX,DEN,,,,,Empower Field at Mile High
2025_16_PIT_DET,2025,REG,16,2025-12-21,Sunday,16:25,PIT,DET,,,,,Ford Field
2025_16_LV_HOU,2025,REG,16,2025-12-21,Sunday,16:25,LV,HOU,,,,,NRG Stadium
2025_16_CIN_MIA,2025,REG,16,2025-12-21,Sunday,20:20,CIN,MIA,,,,,Hard Rock Stadium
2025_16_SF_IND,2025,REG,16,2025-12-22,Monday,20:15,SF,IND,,,,,Lucas Oil Stadium
2025_17_DAL_WAS,2025,REG,17,2025-12-25,Thursday,13:00,DAL,WAS,,,,,FedExField
2025_17_DET_MIN,2025,REG,17,2025-12-25,Thursday,16:30,DET,MIN,,,,,U.S. Bank Stadium
2025_17_DEN_KC,2025,REG,17,2025-12-25,Thursday,20:15,DEN,KC,,,,,GEHA Field at Arrowhead Stadium
2025_17_SEA_CAR,2025,REG,17,2025-12-28,Sunday,13:00,SEA,CAR,,,,,Bank of America Stadium
2025_17_ARI_CIN,2025,REG,17,2025-12-28,Sunday,13:00,ARI,CIN,,,,,Paycor Stadium
2025_17_PIT_CLE,2025,REG,17,2025-12-28,Sunday,13:00,PIT,CLE,,,,,FirstEnergy Stadium
2025_17_BAL_GB,2025,REG,17,2025-12-28,Sunday,13:00,BAL,GB,,,,,Lambeau Field
2025_17_JAX_IND,2025,REG,17,2025-12-28,Sunday,13:00,JAX,IND,,,,,Lucas Oil Stadium
2025_17_HOU_LAC,2025,REG,17,2025-12-28,Sunday,13:00,HOU,LAC,,,,,SoFi Stadium
2025_17_NYG_LV,2025,REG,17,2025-12-28,Sunday,13:00,NYG,LV,,,,,Allegiant Stadium
2025_17_TB_MIA,2025,REG,17,2025-12-28,Sunday,13:00,TB,MIA,,,,,Hard Rock Stadium
2025_17_NE_NYJ,2025,REG,17,2025-12-28,Sunday,13:00,NE,NYJ,,,,,MetLife Stadium
2025_17_NO_TEN,2025,REG,17,2025-12-28,Sunday,13:00,NO,TEN,,,,,Nissan Stadium
2025_17_PHI_BUF,2025,REG,17,2025-12-28,Sunday,16:25,PHI,BUF,,,,,New Era Field
2025_17_CHI_SF,2025,REG,17,2025-12-28,Sunday,20:20,CHI,SF,,,,,Levi's Stadium
2025_17_LA_ATL,2025,REG,17,2025-12-29,Monday,20:15,LA,ATL,,,,,Mercedes-Benz Stadium
2025_18_NO_ATL,2025,REG,18,2026-01-04,Sunday,13:00,NO,ATL,,,,,Mercedes-Benz Stadium
2025_18_NYJ_BUF,2025,REG,18,2026-01-04,Sunday,13:00,NYJ,BUF,,,,,New Era Field
2025_18_DET_CHI,2025,REG,18,2026-01-04,Sunday,13:00,DET,CHI,,,,,Soldier Field
2025_18_CLE_CIN,2025,REG,18,2026-01-04,Sunday,13:00,CLE,CIN,,,,,Paycor Stadium
2025_18_LAC_DEN,2025,REG,18,2026-01-04,Sunday,13:00,LAC,DEN,,,,,Empower Field at Mile High
2025_18_IND_HOU,2025,REG,18,2026-01-04,Sunday,13:00,IND,HOU,,,,,NRG Stadium
2025_18_TEN_JAX,2025,REG,18,2026-01-04,Sunday,13:00,TEN,JAX,,,,,TIAA Bank Stadium
2025_18_ARI_LA,2025,REG,18,2026-01-04,Sunday,13:00,ARI,LA,,,,,SoFi Stadium
2025_18_KC_LV,2025,REG,18,2026-01-04,Sunday,13:00,KC,LV,,,,,Allegiant Stadium
2025_18_GB_MIN,2025,REG,18,2026-01-04,Sunday,13:00,GB,MIN,,,,,U.S. Bank Stadium
2025_18_MIA_NE,2025,REG,18,2026-01-04,Sunday,13:00,MIA,NE,,,,,Gillette Stadium
2025_18_DAL_NYG,2025,REG,18,2026-01-04,Sunday,13:00,DAL,NYG,,,,,MetLife Stadium
2025_18_WAS_PHI,2025,REG,18,2026-01-04,Sunday,13:00,WAS,PHI,,,,,Lincoln Financial Field
2025_18_BAL_PIT,2025,REG,18,2026-01-04,Sunday,13:00,BAL,PIT,,,,,Acrisure Stadium
2025_18_SEA_SF,2025,REG,18,2026-01-04,Sunday,13:00,SEA,SF,,,,,Levi's Stadium
2025_18_CAR_TB,2025,REG,18,2026-01-04,Sunday,13:00,CAR,TB,,,,,Raymond James Stadium
